10147521,1,0,149.11,40.0,149.11,40.0,2016-05-06,\N,2017-02-22
10147521,2,0,152.1,37.01,152.1,37.01,2016-06-06,\N,2017-02-22
10197961,1,0,372.79,100.0,372.79,100.0,2016-05-01,\N,2017-02-22
10197961,2,0,380.25,92.54,380.25,92.54,2016-06-01,\N,2017-02-22
10197961,3,0,387.86,84.93,387.86,84.93,2016-07-01,\N,2017-02-22
10219861,1,0,376.31,91.66,376.31,91.66,2016-05-05,\N,2017-02-22
10219861,2,0,383.21,84.76,383.21,84.76,2016-06-05,\N,2017-02-22
10273231,1,0,451.57,109.99,451.57,109.99,2016-05-01,\N,2017-02-22
10273231,2,0,459.84,101.72,459.84,101.72,2016-06-01,\N,2017-02-22
10273231,3,0,468.27,93.29,468.27,93.29,2016-07-01,\N,2017-02-22
10278131,1,0,90.32,21.99,90.32,21.99,2016-05-01,\N,2017-02-22
10278131,2,0,91.97,20.34,91.97,20.34,2016-06-01,\N,2017-02-22
10278131,3,0,93.66,18.65,93.66,18.65,2016-07-01,\N,2017-02-22
10302251,2,0,176.27,38.99,176.27,38.99,2016-06-04,\N,2017-02-22
10319991,3,0,468.27,93.29,468.27,93.29,2016-07-01,\N,2017-02-22
10325101,2,0,536.49,118.67,536.49,118.67,2016-06-06,\N,2017-02-22
10353921,1,0,376.31,91.66,376.31,91.66,2016-04-30,\N,2017-02-22
10353921,2,0,383.21,84.76,383.21,84.76,2016-05-31,\N,2017-02-22
10353921,3,0,390.23,77.74,390.23,77.74,2016-06-30,\N,2017-02-22
10357141,2,0,1584.9,136.55,1584.9,136.55,2016-06-01,\N,2017-02-22
10357141,3,0,1611.32,110.13,1611.32,110.13,2016-07-01,\N,2017-02-22
10390131,3,2,26.31,5.23,0.0,0.0,2016-07-01,2016-09-06,2017-02-22
10399931,3,2,631.98,101.45,0.0,0.0,2016-07-01,2016-08-06,2017-02-22
10409841,2,0,266.17,64.78,266.17,64.78,2016-06-11,\N,2017-02-22
10413721,3,0,1156.6,79.05,1156.6,79.05,2016-07-01,\N,2017-02-22
10414911,3,0,111.27,15.75,111.27,15.75,2016-07-01,\N,2017-02-22
10415761,1,0,374.38,39.03,374.38,39.03,2016-05-01,\N,2017-02-22
10415761,2,0,380.62,32.79,380.62,32.79,2016-06-01,\N,2017-02-22
10415761,3,0,386.96,26.45,386.96,26.45,2016-07-01,\N,2017-02-22
10419121,1,0,1128.38,93.33,1128.38,93.33,2016-05-06,\N,2017-02-22
10419121,2,0,1143.43,78.28,1143.43,78.28,2016-06-06,\N,2017-02-22
10426571,3,0,251.27,45.16,251.27,45.16,2016-07-01,\N,2017-02-22
10429791,3,0,131.36,13.69,131.36,13.69,2016-07-01,\N,2017-02-22
10439321,2,0,229.03,53.19,229.03,53.19,2016-06-08,\N,2017-02-22
10444221,2,0,130.35,8.92,130.35,8.92,2016-06-02,\N,2017-02-22
10448571,2,2,336.69,74.47,0.0,0.0,2016-06-02,2016-08-05,2017-02-22
10450851,1,0,400.43,41.75,400.43,41.75,2016-05-02,\N,2017-02-22
10450851,2,0,407.11,35.07,407.11,35.07,2016-06-02,\N,2017-02-22
10466201,1,0,166.55,40.57,166.55,40.57,2016-05-02,\N,2017-02-22
10466201,2,0,169.61,37.51,169.61,37.51,2016-06-02,\N,2017-02-22
10483931,2,2,385.66,33.22,0.0,0.0,2016-06-03,2016-08-09,2017-02-22
10485481,1,0,162.34,39.54,162.34,39.54,2016-05-11,\N,2017-02-22
10485481,2,0,165.32,36.56,165.32,36.56,2016-06-11,\N,2017-02-22
10487521,1,0,173.1,42.16,173.1,42.16,2016-05-05,\N,2017-02-22
10487521,2,0,176.27,38.99,176.27,38.99,2016-06-05,\N,2017-02-22
10491141,1,0,158.05,38.49,158.05,38.49,2016-05-03,\N,2017-02-22
10491141,2,0,160.94,35.6,160.94,35.6,2016-06-03,\N,2017-02-22
10495411,2,0,459.84,101.72,459.84,101.72,2016-06-03,\N,2017-02-22
10498151,2,0,180.87,40.01,180.87,40.01,2016-06-03,\N,2017-02-22
10502431,2,0,459.84,101.72,459.84,101.72,2016-06-11,\N,2017-02-22
10503871,2,0,357.64,27.63,357.64,27.63,2016-06-04,\N,2017-02-22
10520461,1,2,188.15,45.83,0.0,0.0,2016-05-04,2017-02-16,2017-02-22
10520461,2,2,191.6,42.38,0.0,0.0,2016-06-04,2017-02-16,2017-02-22
10524691,1,0,154.59,37.65,154.59,37.65,2016-05-04,\N,2017-02-22
10524691,2,0,157.42,34.82,157.42,34.82,2016-06-04,\N,2017-02-22
10539321,1,0,260.95,70.0,260.95,70.0,2016-05-13,\N,2017-02-22
10539321,2,0,266.17,64.78,266.17,64.78,2016-06-13,\N,2017-02-22
10539501,2,0,488.8,37.77,488.8,37.77,2016-06-05,\N,2017-02-22
10552251,1,0,1115.97,104.28,1115.97,104.28,2016-05-05,\N,2017-02-22
10552251,2,0,1132.71,87.54,1132.71,87.54,2016-06-05,\N,2017-02-22
10563861,1,0,376.31,91.66,376.31,91.66,2016-05-11,\N,2017-02-22
10563861,2,0,383.21,84.76,383.21,84.76,2016-06-11,\N,2017-02-22
10565431,2,0,380.25,92.54,380.25,92.54,2016-06-10,\N,2017-02-22
10565791,2,0,191.6,42.38,191.6,42.38,2016-06-05,\N,2017-02-22
10574181,2,2,229.92,50.86,0.0,0.0,2016-06-11,2016-08-16,2017-02-22
10578071,2,2,270.32,53.9,0.0,0.0,2016-06-06,2016-09-22,2017-02-22
10581241,1,0,451.57,109.99,451.57,109.99,2016-05-11,\N,2017-02-22
10581241,2,0,459.84,101.72,459.84,101.72,2016-06-11,\N,2017-02-22
10586791,1,2,225.79,54.99,0.0,0.0,2016-05-07,2016-09-14,2017-02-22
10586791,2,2,229.92,50.86,0.0,0.0,2016-06-07,2016-09-14,2017-02-22
10587121,2,0,342.23,83.28,342.23,83.28,2016-06-13,\N,2017-02-22
10601461,2,0,187.08,41.38,187.08,41.38,2016-06-10,\N,2017-02-22
10607941,1,0,1093.1,113.96,1093.1,113.96,2016-05-06,\N,2017-02-22
10607941,2,0,1111.32,95.74,1111.32,95.74,2016-06-06,\N,2017-02-22
10611751,2,2,454.55,100.55,0.0,0.0,2016-06-07,2016-08-03,2017-02-22
10616221,2,2,229.92,50.86,0.0,0.0,2016-06-08,2016-10-24,2017-02-22
10628881,1,0,339.22,35.36,339.22,35.36,2016-05-08,\N,2017-02-22
10628881,2,0,344.87,29.71,344.87,29.71,2016-06-08,\N,2017-02-22
10631261,1,0,15.99,1.66,15.99,1.66,2016-05-07,\N,2017-02-22
10631261,2,0,16.25,1.4,16.25,1.4,2016-06-07,\N,2017-02-22
10634201,2,0,27.44,6.06,27.44,6.06,2016-06-09,\N,2017-02-22
10642191,2,0,210.61,46.58,210.61,46.58,2016-06-08,\N,2017-02-22
10647541,2,0,342.23,83.28,342.23,83.28,2016-06-18,\N,2017-02-22
10652411,1,0,85.42,20.8,85.42,20.8,2016-05-11,\N,2017-02-22
10652411,2,0,86.98,19.24,86.98,19.24,2016-06-11,\N,2017-02-22
10663061,2,0,342.27,29.48,342.27,29.48,2016-06-07,\N,2017-02-22
10665461,2,2,152.1,37.01,0.0,0.0,2016-06-18,2016-08-08,2017-02-22
10677821,2,2,613.13,135.62,0.0,0.0,2016-06-12,2016-08-12,2017-02-22
10687861,2,0,272.4,48.47,272.4,48.47,2016-06-08,\N,2017-02-22
10695681,1,0,507.03,123.51,507.03,123.51,2016-05-12,\N,2017-02-22
