142421,1,1,924.18,450.0,0.0,0.0,2016-05-26,2016-05-26,2017-02-22
142421,2,1,939.59,434.59,0.0,0.0,2016-06-26,2016-06-26,2017-02-22
142421,3,1,955.25,418.93,0.0,0.0,2016-07-26,2016-07-25,2017-02-22
9585941,1,1,526.83,128.33,0.0,0.0,2016-05-01,2016-04-23,2017-02-22
9585941,2,1,536.49,118.67,0.0,0.0,2016-06-01,2016-05-30,2017-02-22
9585941,3,1,546.33,108.83,0.0,0.0,2016-07-01,2016-06-27,2017-02-22
9665481,1,1,260.95,70.0,0.0,0.0,2016-05-02,2016-04-04,2017-02-22
9665481,2,1,266.17,64.78,0.0,0.0,2016-06-02,2016-04-22,2017-02-22
9665481,3,3,2972.88,0.0,0.0,0.0,2016-07-02,2016-04-23,2017-02-22
9785541,1,1,372.79,100.0,0.0,0.0,2016-05-06,2016-05-05,2017-02-22
9785541,2,1,380.25,92.54,0.0,0.0,2016-06-06,2016-06-06,2017-02-22
9785541,3,2,387.86,84.93,0.0,0.0,2016-07-06,2016-07-10,2017-02-22
9831431,1,1,376.31,91.66,0.0,0.0,2016-05-04,2016-05-04,2017-02-22
9831431,2,1,383.21,84.76,0.0,0.0,2016-06-04,2016-06-02,2017-02-22
9831431,3,2,390.23,77.74,0.0,0.0,2016-07-04,2016-07-05,2017-02-22
9841331,1,1,451.57,109.99,0.0,0.0,2016-05-02,2016-05-02,2017-02-22
9841331,2,2,459.84,101.72,0.0,0.0,2016-06-02,2016-06-03,2017-02-22
9841331,3,1,468.27,93.29,0.0,0.0,2016-07-02,2016-07-02,2017-02-22
9939951,1,1,335.51,90.0,0.0,0.0,2016-05-07,2016-05-07,2017-02-22
9939951,2,1,342.23,83.28,0.0,0.0,2016-06-07,2016-06-07,2017-02-22
9939951,3,1,349.07,76.44,0.0,0.0,2016-07-07,2016-07-07,2017-02-22
9964261,1,1,564.46,137.49,0.0,0.0,2016-05-01,2016-05-01,2017-02-22
9964261,2,1,574.8,127.15,0.0,0.0,2016-06-01,2016-05-29,2017-02-22
9964261,3,1,585.34,116.61,0.0,0.0,2016-07-01,2016-06-28,2017-02-22
9988111,1,1,335.51,90.0,0.0,0.0,2016-05-01,2016-04-28,2017-02-22
9988111,2,1,342.23,83.28,0.0,0.0,2016-06-01,2016-05-31,2017-02-22
9988111,3,1,349.07,76.44,0.0,0.0,2016-07-01,2016-06-29,2017-02-22
10007511,1,1,447.35,120.0,0.0,0.0,2016-05-11,2016-05-07,2017-02-22
10007511,2,1,456.3,111.05,0.0,0.0,2016-06-11,2016-06-10,2017-02-22
10007511,3,2,465.43,101.92,0.0,0.0,2016-07-11,2016-07-15,2017-02-22
10007811,1,1,564.46,137.49,0.0,0.0,2016-05-01,2016-05-01,2017-02-22
10007811,2,1,574.8,127.15,0.0,0.0,2016-06-01,2016-06-01,2017-02-22
10007811,3,1,585.34,116.61,0.0,0.0,2016-07-01,2016-07-01,2017-02-22
10012121,1,1,1438.7,150.0,0.0,0.0,2016-05-03,2016-04-26,2017-02-22
10012121,2,1,1462.68,126.02,0.0,0.0,2016-06-03,2016-05-31,2017-02-22
10012121,3,1,1487.06,101.64,0.0,0.0,2016-07-03,2016-07-02,2017-02-22
10020501,1,1,579.51,141.16,0.0,0.0,2016-05-06,2016-05-06,2017-02-22
10020501,2,1,590.13,130.54,0.0,0.0,2016-06-06,2016-06-06,2017-02-22
10020501,3,1,600.95,119.72,0.0,0.0,2016-07-06,2016-07-06,2017-02-22
10025911,1,1,252.7,40.53,0.0,0.0,2016-05-04,2016-05-04,2017-02-22
10025911,2,1,256.91,36.32,0.0,0.0,2016-06-04,2016-06-04,2017-02-22
10025911,3,1,261.2,32.03,0.0,0.0,2016-07-04,2016-07-04,2017-02-22
10029161,1,1,535.19,55.8,0.0,0.0,2016-05-04,2016-05-02,2017-02-22
10029161,2,1,544.11,46.88,0.0,0.0,2016-06-04,2016-06-01,2017-02-22
10029161,3,1,553.18,37.81,0.0,0.0,2016-07-04,2016-07-04,2017-02-22
10029671,1,1,376.31,91.66,0.0,0.0,2016-05-03,2016-04-16,2017-02-22
10029671,2,1,383.21,84.76,0.0,0.0,2016-06-03,2016-06-02,2017-02-22
10029671,3,1,390.23,77.74,0.0,0.0,2016-07-03,2016-07-02,2017-02-22
10050641,1,1,316.1,76.99,0.0,0.0,2016-05-05,2016-05-05,2017-02-22
10050641,2,2,321.89,71.2,0.0,0.0,2016-06-05,2016-06-15,2017-02-22
10050641,3,1,327.79,65.3,0.0,0.0,2016-07-05,2016-07-05,2017-02-22
10053861,1,1,683.71,150.0,0.0,0.0,2016-05-04,2016-05-04,2017-02-22
10053861,2,1,695.11,138.6,0.0,0.0,2016-06-04,2016-06-04,2017-02-22
10053861,3,1,706.7,127.01,0.0,0.0,2016-07-04,2016-07-04,2017-02-22
10059921,1,1,372.79,100.0,0.0,0.0,2016-05-01,2016-04-30,2017-02-22
10059921,2,1,380.25,92.54,0.0,0.0,2016-06-01,2016-05-31,2017-02-22
10059921,3,1,387.86,84.93,0.0,0.0,2016-07-01,2016-06-29,2017-02-22
10060561,1,1,150.52,36.66,0.0,0.0,2016-05-04,2016-04-19,2017-02-22
10060561,2,3,1849.48,0.0,0.0,0.0,2016-06-04,2016-04-19,2017-02-22
10064781,1,2,225.79,54.99,0.0,0.0,2016-05-05,2016-05-13,2017-02-22
10064781,2,1,229.92,50.86,0.0,0.0,2016-06-05,2016-05-16,2017-02-22
10064781,3,3,2544.29,0.0,0.0,0.0,2016-07-05,2016-05-16,2017-02-22
10069741,1,1,75.26,18.33,0.0,0.0,2016-05-01,2016-04-22,2017-02-22
10069741,2,1,76.64,16.95,0.0,0.0,2016-06-01,2016-05-14,2017-02-22
10069741,3,1,78.05,15.54,0.0,0.0,2016-07-01,2016-06-14,2017-02-22
10074251,1,1,298.23,80.0,0.0,0.0,2016-05-10,2016-04-25,2017-02-22
10074251,2,1,304.2,74.03,0.0,0.0,2016-06-10,2016-06-10,2017-02-22
10074251,3,2,310.28,67.95,0.0,0.0,2016-07-10,2016-07-26,2017-02-22
10074271,1,1,335.51,90.0,0.0,0.0,2016-05-04,2016-04-28,2017-02-22
10074271,2,1,342.23,83.28,0.0,0.0,2016-06-04,2016-06-03,2017-02-22
10074271,3,1,349.07,76.44,0.0,0.0,2016-07-04,2016-07-04,2017-02-22
10083791,1,2,193.19,47.06,0.0,0.0,2016-05-04,2016-05-12,2017-02-22
10083791,2,2,196.74,43.51,0.0,0.0,2016-06-04,2016-06-10,2017-02-22
10083791,3,1,200.34,39.91,0.0,0.0,2016-07-04,2016-07-04,2017-02-22
10086241,1,1,335.51,90.0,0.0,0.0,2016-05-06,2016-05-05,2017-02-22
10086241,2,1,342.23,83.28,0.0,0.0,2016-06-06,2016-06-03,2017-02-22
10086241,3,1,349.07,76.44,0.0,0.0,2016-07-06,2016-07-03,2017-02-22
10088711,1,1,683.71,150.0,0.0,0.0,2016-05-06,2016-05-06,2017-02-22
10088711,2,1,695.11,138.6,0.0,0.0,2016-06-06,2016-06-06,2017-02-22
10088711,3,1,706.7,127.01,0.0,0.0,2016-07-06,2016-07-06,2017-02-22
10089661,1,1,451.57,109.99,0.0,0.0,2016-05-05,2016-05-05,2017-02-22
10089661,2,1,459.84,101.72,0.0,0.0,2016-06-05,2016-05-09,2017-02-22
10089661,3,1,468.27,93.29,0.0,0.0,2016-07-05,2016-05-10,2017-02-22
10091071,1,1,617.14,150.33,0.0,0.0,2016-05-14,2016-05-14,2017-02-22
10091071,2,1,628.46,139.01,0.0,0.0,2016-06-14,2016-06-07,2017-02-22
